time,signal
0.0,0.3297923303490426
0.0005,0.32271398994261913
0.001,0.3191748197394074
0.0015,0.3297923303490426
0.002,0.3297923303490426
0.0025,0.31563564953619566
0.003,0.3014789687233488
0.0035,0.3050181389265605
0.004,0.2908614581137136
0.0045000000000000005,0.2908614581137136
0.005,0.2979397985201371
0.0055,0.2944006283169253
0.006,0.2908614581137136
0.006500000000000001,0.27316560709765497
0.007,0.27316560709765497
0.0075,0.27316560709765497
0.008,0.28378311770729014
0.0085,0.2944006283169253
0.009000000000000001,0.2944006283169253
0.0095,0.2908614581137136
0.01,0.28024394750407844
0.0105,0.2908614581137136
0.011,0.2944006283169253
0.0115,0.3050181389265605
0.012,0.3191748197394074
0.0125,0.32271398994261913
0.013000000000000001,0.32271398994261913
0.0135,0.3297923303490426
0.014,0.32271398994261913
0.0145,0.32271398994261913
0.015,0.3474881813651012
0.0155,0.3474881813651012
0.016,0.3297923303490426
0.0165,0.32271398994261913
0.017,0.32271398994261913
0.0175,0.31563564953619566
0.018000000000000002,0.336870670755466
0.0185,0.3333315005522543
0.019,0.32625316014583083
0.0195,0.31209647933298396
0.02,0.3050181389265605
0.0205,0.30855730912977225
0.021,0.2944006283169253
0.021500000000000002,0.2944006283169253
0.022,0.2979397985201371
0.0225,0.2944006283169253
0.023,0.27316560709765497
0.0235,0.2767047773008667
0.024,0.28378311770729014
0.0245,0.2767047773008667
0.025,0.2979397985201371
0.025500000000000002,0.3014789687233488
0.026000000000000002,0.2944006283169253
0.0265,0.28732228791050185
0.027,0.2908614581137136
0.0275,0.2979397985201371
0.028,0.3014789687233488
0.0285,0.31209647933298396
0.029,0.31563564953619566
0.029500000000000002,0.31209647933298396
0.03,0.3191748197394074
0.0305,0.3297923303490426
0.031,0.32625316014583083
0.0315,0.34040984095867777
0.032,0.3474881813651012
0.0325,0.3439490111618895
0.033,0.3297923303490426
0.0335,0.32271398994261913
0.034,0.3297923303490426
0.0345,0.32625316014583083
0.035,0.34040984095867777
0.035500000000000004,0.3333315005522543
0.036000000000000004,0.31209647933298396
0.0365,0.3050181389265605
0.037,0.3050181389265605
0.0375,0.2979397985201371
0.038,0.2944006283169253
0.0385,0.2908614581137136
0.039,0.2908614581137136
0.0395,0.2767047773008667
0.04,0.2767047773008667
0.0405,0.28024394750407844
0.041,0.28024394750407844
0.0415,0.28378311770729014
0.042,0.2944006283169253
0.0425,0.28378311770729014
0.043000000000000003,0.2767047773008667
0.043500000000000004,0.28732228791050185
0.044,0.2944006283169253
0.0445,0.2944006283169253
0.045,0.31563564953619566
0.0455,0.32625316014583083
0.046,0.3191748197394074
0.0465,0.32271398994261913
0.047,0.32271398994261913
0.0475,0.3297923303490426
0.048,0.336870670755466
0.0485,0.3474881813651012
0.049,0.3439490111618895
0.0495,0.32271398994261913
0.05,0.32625316014583083
0.0505,0.32625316014583083
0.051000000000000004,0.32271398994261913
0.051500000000000004,0.3333315005522543
0.052000000000000005,0.3333315005522543
0.0525,0.32271398994261913
0.053,0.31209647933298396
0.0535,0.3050181389265605
0.054,0.3014789687233488
0.0545,0.2979397985201371
0.055,0.2979397985201371
0.0555,0.2944006283169253
0.056,0.26962643689444327
0.0565,0.26962643689444327
0.057,0.2767047773008667
0.0575,0.2767047773008667
0.058,0.28378311770729014
0.0585,0.2908614581137136
0.059000000000000004,0.2979397985201371
0.059500000000000004,0.28732228791050185
0.06,0.2908614581137136
0.0605,0.28732228791050185
0.061,0.2944006283169253
0.0615,0.31563564953619566
0.062,0.3191748197394074
0.0625,0.32271398994261913
0.063,0.3191748197394074
0.0635,0.32271398994261913
0.064,0.32625316014583083
0.0645,0.3333315005522543
0.065,0.34040984095867777
0.0655,0.34040984095867777
0.066,0.336870670755466
0.0665,0.32625316014583083
0.067,0.32625316014583083
0.0675,0.3191748197394074
0.068,0.3333315005522543
0.0685,0.336870670755466
0.069,0.3297923303490426
0.0695,0.3014789687233488
0.07,0.3050181389265605
0.07050000000000001,0.3050181389265605
0.07100000000000001,0.2979397985201371
0.07150000000000001,0.2979397985201371
0.07200000000000001,0.2979397985201371
0.0725,0.28732228791050185
0.073,0.2767047773008667
0.0735,0.28378311770729014
0.074,0.27316560709765497
0.0745,0.28378311770729014
0.075,0.2908614581137136
0.0755,0.2944006283169253
0.076,0.28732228791050185
0.0765,0.28732228791050185
0.077,0.2979397985201371
0.0775,0.3050181389265605
0.078,0.3014789687233488
0.0785,0.3191748197394074
0.079,0.31563564953619566
0.0795,0.31563564953619566
0.08,0.31563564953619566
0.0805,0.32625316014583083
0.081,0.32625316014583083
0.0815,0.3439490111618895
0.082,0.3439490111618895
0.0825,0.32625316014583083
0.083,0.3297923303490426
0.0835,0.32625316014583083
0.084,0.32625316014583083
0.0845,0.3297923303490426
0.085,0.3333315005522543
0.0855,0.32625316014583083
0.08600000000000001,0.3191748197394074
0.08650000000000001,0.3050181389265605
0.08700000000000001,0.3050181389265605
0.08750000000000001,0.2979397985201371
0.088,0.3050181389265605
0.0885,0.2944006283169253
0.089,0.2908614581137136
0.0895,0.28378311770729014
0.09,0.28024394750407844
0.0905,0.28732228791050185
0.091,0.2767047773008667
0.0915,0.28732228791050185
0.092,0.2944006283169253
0.0925,0.28732228791050185
0.093,0.28732228791050185
0.0935,0.28732228791050185
0.094,0.2979397985201371
0.0945,0.3050181389265605
0.095,0.3191748197394074
0.0955,0.31209647933298396
0.096,0.3050181389265605
0.0965,0.32271398994261913
0.097,0.3191748197394074
0.0975,0.3297923303490426
0.098,0.3439490111618895
0.0985,0.3439490111618895
0.099,0.34040984095867777
0.0995,0.3297923303490426
0.1,0.32271398994261913
0.1005,0.31563564953619566
0.101,0.32625316014583083
0.1015,0.34040984095867777
0.10200000000000001,0.34040984095867777
0.10250000000000001,0.3191748197394074
0.10300000000000001,0.30855730912977225
0.10350000000000001,0.31563564953619566
0.10400000000000001,0.3014789687233488
0.1045,0.3014789687233488
0.105,0.2979397985201371
0.1055,0.2908614581137136
0.106,0.2908614581137136
0.1065,0.2767047773008667
0.107,0.2767047773008667
0.1075,0.28024394750407844
0.108,0.2908614581137136
0.1085,0.2908614581137136
0.109,0.28378311770729014
0.1095,0.28024394750407844
0.11,0.2908614581137136
0.1105,0.2908614581137136
0.111,0.3014789687233488
0.1115,0.3191748197394074
0.112,0.3191748197394074
0.1125,0.31563564953619566
0.113,0.3191748197394074
0.1135,0.3191748197394074
0.114,0.32625316014583083
0.1145,0.34040984095867777
0.115,0.34040984095867777
0.1155,0.34040984095867777
0.116,0.3333315005522543
0.1165,0.32625316014583083
0.117,0.3191748197394074
0.11750000000000001,0.3297923303490426
0.11800000000000001,0.34040984095867777
0.11850000000000001,0.3333315005522543
0.11900000000000001,0.32271398994261913
0.11950000000000001,0.31563564953619566
0.12,0.30855730912977225
0.1205,0.30855730912977225
0.121,0.3014789687233488
0.1215,0.30855730912977225
0.122,0.2908614581137136
0.1225,0.27316560709765497
0.123,0.28024394750407844
0.1235,0.28024394750407844
0.124,0.28024394750407844
0.1245,0.28024394750407844
0.125,0.2908614581137136
0.1255,0.2979397985201371
0.126,0.28378311770729014
0.1265,0.2908614581137136
0.127,0.2908614581137136
0.1275,0.2979397985201371
0.128,0.30855730912977225
0.1285,0.31209647933298396
0.129,0.31209647933298396
0.1295,0.31209647933298396
0.13,0.32271398994261913
0.1305,0.3191748197394074
0.131,0.3333315005522543
0.1315,0.3474881813651012
0.132,0.3439490111618895
0.1325,0.34040984095867777
0.133,0.32271398994261913
0.1335,0.3333315005522543
0.134,0.3297923303490426
0.1345,0.34040984095867777
0.135,0.3333315005522543
0.1355,0.3191748197394074
0.136,0.3014789687233488
0.1365,0.31209647933298396
0.137,0.30855730912977225
0.1375,0.3050181389265605
0.138,0.31209647933298396
0.1385,0.3014789687233488
0.139,0.28732228791050185
0.1395,0.2767047773008667
0.14,0.27316560709765497
0.1405,0.28024394750407844
0.14100000000000001,0.28378311770729014
